Switzerland,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
0,1800,0.672258064516129,0.7,,,,
1,1801,0.812258064516129,0.61,,,,
2,1802,0.642258064516129,0.51,,,,
3,1803,-0.097741935483871,0.42,,,,
4,1804,0.452258064516129,0.33,,,,
5,1805,-1.3077419354838709,0.23,,,,
6,1806,0.822258064516129,0.14,,,,
7,1807,0.332258064516129,0.05,,,,
8,1808,-0.977741935483871,-0.04,,,,
9,1809,-0.13774193548387098,-0.13,,,,
10,1810,-0.04774193548387101,-0.2,,,,
11,1811,1.022258064516129,-0.24,,,,
12,1812,-1.177741935483871,-0.26,,,,
13,1813,-0.5577419354838711,-0.27,,,,
14,1814,-0.977741935483871,-0.27,,,,
15,1815,-0.23774193548387096,-0.25,,,,
16,1816,-1.427741935483871,-0.21,,,,
17,1817,-0.10774193548387101,-0.17,,,,
18,1818,0.312258064516129,-0.11,,,,
19,1819,0.532258064516129,-0.04,,,,
20,1820,-0.407741935483871,0.04,,,,
21,1821,0.152258064516129,0.11,,,,
22,1822,1.462258064516129,0.17,,,,
23,1823,-0.21774193548387105,0.2,,,,
24,1824,0.392258064516129,0.22,,,,
25,1825,0.672258064516129,0.22,,,,
26,1826,0.312258064516129,0.21,,,,
27,1827,0.062258064516128975,0.21,,,,
28,1828,0.742258064516129,0.19,,,,
29,1829,-1.357741935483871,0.16,,,,
30,1830,-0.397741935483871,0.12,,,,
31,1831,0.36225806451612896,0.07,,,,
32,1832,-0.017741935483870985,0.01,,,,
33,1833,0.202258064516129,-0.03,,,,
34,1834,1.342258064516129,-0.07,,,,
35,1835,-0.37774193548387097,-0.1,,,,
36,1836,-0.07774193548387098,-0.12,,,,
37,1837,-0.717741935483871,-0.15,,,,
38,1838,-0.8277419354838709,-0.17,,,,
39,1839,0.352258064516129,-0.2,,,,
40,1840,-0.527741935483871,-0.22,,,,
41,1841,0.382258064516129,-0.23,,,,
42,1842,-0.45774193548387104,-0.23,,,,
43,1843,-0.13774193548387098,-0.23,,,,
44,1844,-0.36774193548387096,-0.22,,,,
45,1845,-0.6377419354838709,-0.22,,,,
46,1846,0.9522580645161289,-0.22,,,,
47,1847,-0.47774193548387106,-0.24,,,,
48,1848,-0.08774193548387099,-0.25,,,,
49,1849,0.062258064516128975,-0.26,,,,
50,1850,-0.45774193548387104,-0.26,0.52,0.51,0.54,0.48
51,1851,-0.777741935483871,-0.25,0.51,0.5,0.53,0.48
52,1852,0.432258064516129,-0.25,0.5,0.49,0.52,0.47
53,1853,-0.667741935483871,-0.23,0.5,0.48,0.51,0.46
54,1854,-0.24774193548387097,-0.21,0.49,0.47,0.5,0.46
55,1855,-0.8277419354838709,-0.18,0.48,0.47,0.49,0.45
56,1856,0.04225806451612901,-0.13,0.47,0.46,0.48,0.44
57,1857,0.13225806451612898,-0.08,0.47,0.45,0.47,0.44
58,1858,-0.5577419354838711,-0.02,0.46,0.44,0.46,0.43
59,1859,0.732258064516129,0.04,0.45,0.43,0.45,0.42
60,1860,-0.917741935483871,0.1,0.44,0.43,0.44,0.42
61,1861,0.252258064516129,0.16,0.44,0.42,0.43,0.41
62,1862,0.9322580645161289,0.21,0.43,0.42,0.43,0.41
63,1863,0.792258064516129,0.24,0.43,0.42,0.43,0.41
64,1864,-0.8677419354838709,0.26,0.43,0.42,0.43,0.41
65,1865,0.462258064516129,0.27,0.43,0.42,0.43,0.41
66,1866,0.642258064516129,0.27,0.43,0.42,0.43,0.41
67,1867,0.182258064516129,0.27,0.43,0.42,0.44,0.41
68,1868,0.8922580645161291,0.25,0.43,0.42,0.44,0.41
69,1869,0.142258064516129,0.24,0.43,0.42,0.44,0.41
70,1870,-0.47774193548387106,0.21,0.44,0.42,0.44,0.42
71,1871,-0.8177419354838709,0.18,0.44,0.42,0.45,0.42
72,1872,0.8522580645161291,0.15,0.44,0.42,0.45,0.42
73,1873,0.532258064516129,0.12,0.44,0.43,0.45,0.42
74,1874,-0.10774193548387101,0.08,0.44,0.42,0.45,0.41
75,1875,-0.147741935483871,0.06,0.43,0.42,0.44,0.41
76,1876,0.262258064516129,0.04,0.42,0.41,0.43,0.4
77,1877,0.392258064516129,0.03,0.41,0.4,0.42,0.38
78,1878,-0.20774193548387104,0.02,0.39,0.38,0.41,0.37
79,1879,-0.947741935483871,-0.0,0.37,0.37,0.39,0.35
80,1880,0.352258064516129,-0.04,0.36,0.35,0.37,0.33
81,1881,-0.08774193548387099,-0.09,0.34,0.33,0.36,0.31
82,1882,0.07225806451612898,-0.15,0.32,0.31,0.34,0.29
83,1883,-0.387741935483871,-0.21,0.3,0.3,0.32,0.28
84,1884,0.242258064516129,-0.27,0.28,0.28,0.31,0.26
85,1885,-0.007741935483871032,-0.31,0.27,0.26,0.29,0.24
86,1886,0.032258064516129004,-0.34,0.26,0.25,0.28,0.23
87,1887,-1.117741935483871,-0.35,0.25,0.24,0.27,0.22
88,1888,-0.8977419354838709,-0.36,0.24,0.24,0.27,0.22
89,1889,-0.8777419354838709,-0.37,0.24,0.24,0.27,0.22
90,1890,-0.8177419354838709,-0.36,0.25,0.24,0.27,0.22
91,1891,-0.757741935483871,-0.34,0.25,0.24,0.28,0.23
92,1892,-0.06774193548387103,-0.29,0.26,0.25,0.28,0.23
93,1893,0.292258064516129,-0.23,0.27,0.26,0.29,0.25
94,1894,0.08225806451612899,-0.16,0.28,0.27,0.3,0.26
95,1895,-0.33774193548387105,-0.08,0.29,0.28,0.31,0.27
96,1896,-0.5977419354838711,-0.02,0.3,0.29,0.31,0.27
97,1897,0.412258064516129,0.03,0.3,0.3,0.32,0.28
98,1898,0.7122580645161289,0.07,0.31,0.31,0.33,0.29
99,1899,0.532258064516129,0.09,0.32,0.32,0.34,0.3
100,1900,0.6122580645161291,0.1,0.32,0.32,0.35,0.3
101,1901,-0.527741935483871,0.09,0.33,0.33,0.35,0.31
102,1902,-0.17774193548387102,0.08,0.33,0.33,0.36,0.31
103,1903,0.012258064516128986,0.06,0.32,0.33,0.36,0.31
104,1904,0.562258064516129,0.04,0.32,0.33,0.35,0.31
105,1905,-0.267741935483871,0.01,0.31,0.33,0.35,0.3
106,1906,0.08225806451612899,-0.01,0.31,0.33,0.35,0.3
107,1907,-0.017741935483870985,-0.02,0.3,0.32,0.35,0.3
108,1908,-0.307741935483871,-0.03,0.3,0.33,0.35,0.3
109,1909,-0.6377419354838709,-0.02,0.3,0.33,0.35,0.3
110,1910,-0.04774193548387101,-0.03,0.31,0.33,0.35,0.3
111,1911,0.762258064516129,-0.03,0.32,0.34,0.36,0.31
112,1912,-0.20774193548387104,-0.03,0.32,0.35,0.37,0.32
113,1913,0.292258064516129,-0.02,0.33,0.35,0.38,0.33
114,1914,-0.04774193548387101,0.01,0.34,0.36,0.39,0.34
115,1915,-0.147741935483871,0.04,0.36,0.37,0.4,0.35
116,1916,0.262258064516129,0.07,0.37,0.38,0.41,0.36
117,1917,-0.667741935483871,0.09,0.38,0.39,0.42,0.37
118,1918,0.19225806451612898,0.1,0.4,0.41,0.44,0.39
119,1919,-0.437741935483871,0.12,0.41,0.42,0.46,0.4
120,1920,0.8422580645161291,0.14,0.43,0.44,0.47,0.42
121,1921,1.042258064516129,0.17,0.45,0.45,0.49,0.43
122,1922,-0.33774193548387105,0.21,0.46,0.46,0.51,0.45
123,1923,0.512258064516129,0.24,0.47,0.47,0.52,0.45
124,1924,-0.12774193548387103,0.26,0.48,0.48,0.53,0.46
125,1925,-0.007741935483871032,0.27,0.48,0.48,0.53,0.46
126,1926,0.6822580645161289,0.26,0.48,0.49,0.53,0.47
127,1927,0.412258064516129,0.25,0.49,0.49,0.54,0.47
128,1928,0.772258064516129,0.24,0.49,0.49,0.54,0.47
129,1929,-0.10774193548387101,0.24,0.49,0.5,0.54,0.47
130,1930,0.6922580645161289,0.24,0.49,0.5,0.54,0.47
131,1931,-0.397741935483871,0.25,0.49,0.49,0.53,0.47
132,1932,0.022258064516128995,0.24,0.49,0.49,0.53,0.47
133,1933,-0.287741935483871,0.22,0.49,0.49,0.52,0.47
134,1934,0.8922580645161291,0.19,0.48,0.49,0.52,0.47
135,1935,0.08225806451612899,0.16,0.49,0.49,0.52,0.47
136,1936,0.392258064516129,0.15,0.49,0.5,0.52,0.47
137,1937,0.582258064516129,0.15,0.5,0.5,0.53,0.48
138,1938,0.282258064516129,0.18,0.51,0.51,0.54,0.49
139,1939,-0.017741935483870985,0.22,0.52,0.52,0.55,0.5
140,1940,-0.697741935483871,0.27,0.53,0.53,0.56,0.51
141,1941,-0.5777419354838711,0.32,0.54,0.54,0.56,0.52
142,1942,0.022258064516128995,0.37,0.55,0.54,0.57,0.52
143,1943,1.132258064516129,0.43,0.55,0.55,0.58,0.53
144,1944,0.002258064516128977,0.49,0.56,0.55,0.58,0.53
145,1945,0.9222580645161289,0.55,0.56,0.56,0.58,0.53
146,1946,0.6122580645161291,0.61,0.56,0.56,0.58,0.54
147,1947,1.212258064516129,0.66,0.56,0.56,0.58,0.54
148,1948,1.002258064516129,0.68,0.56,0.56,0.58,0.54
149,1949,1.252258064516129,0.69,0.56,0.56,0.57,0.53
150,1950,1.002258064516129,0.67,0.55,0.55,0.57,0.53
151,1951,0.662258064516129,0.64,0.55,0.55,0.56,0.53
152,1952,0.432258064516129,0.61,0.54,0.54,0.55,0.52
153,1953,0.6922580645161289,0.59,0.53,0.53,0.55,0.51
154,1954,-0.06774193548387103,0.56,0.52,0.52,0.54,0.5
155,1955,0.172258064516129,0.51,0.51,0.51,0.53,0.49
156,1956,-0.777741935483871,0.47,0.5,0.5,0.52,0.48
157,1957,0.6022580645161291,0.42,0.48,0.49,0.5,0.47
158,1958,0.542258064516129,0.39,0.47,0.48,0.49,0.45
159,1959,1.102258064516129,0.37,0.45,0.46,0.48,0.44
160,1960,0.442258064516129,0.37,0.43,0.44,0.46,0.42
161,1961,1.4222580645161291,0.37,0.42,0.43,0.45,0.41
162,1962,-0.31774193548387103,0.38,0.4,0.42,0.44,0.4
163,1963,-0.46774193548387105,0.37,0.39,0.4,0.43,0.38
164,1964,0.632258064516129,0.35,0.38,0.4,0.42,0.38
165,1965,-0.267741935483871,0.33,0.37,0.39,0.42,0.37
166,1966,0.7022580645161289,0.3,0.37,0.38,0.41,0.36
167,1967,0.7122580645161289,0.28,0.36,0.38,0.41,0.36
168,1968,0.272258064516129,0.29,0.36,0.37,0.4,0.36
169,1969,0.002258064516128977,0.31,0.36,0.37,0.4,0.35
170,1970,0.08225806451612899,0.33,0.36,0.37,0.4,0.36
171,1971,0.432258064516129,0.35,0.37,0.38,0.41,0.36
172,1972,0.10225806451612898,0.36,0.38,0.39,0.42,0.37
173,1973,0.212258064516129,0.36,0.39,0.4,0.43,0.39
174,1974,0.732258064516129,0.35,0.41,0.41,0.45,0.4
175,1975,0.6822580645161289,0.36,0.43,0.43,0.47,0.42
176,1976,0.582258064516129,0.38,0.45,0.45,0.48,0.44
177,1977,0.662258064516129,0.4,0.46,0.46,0.5,0.46
178,1978,-0.097741935483871,0.41,0.48,0.48,0.51,0.47
179,1979,0.332258064516129,0.41,0.49,0.49,0.53,0.49
180,1980,-0.20774193548387104,0.42,0.51,0.51,0.55,0.5
181,1981,0.312258064516129,0.43,0.53,0.52,0.57,0.52
182,1982,1.012258064516129,0.46,0.55,0.55,0.59,0.54
183,1983,1.022258064516129,0.5,0.58,0.57,0.62,0.57
184,1984,0.022258064516128995,0.55,0.61,0.6,0.65,0.6
185,1985,0.08225806451612899,0.62,0.64,0.63,0.67,0.63
186,1986,0.382258064516129,0.7,0.66,0.66,0.7,0.65
187,1987,0.402258064516129,0.77,0.69,0.68,0.73,0.68
188,1988,1.202258064516129,0.83,0.72,0.71,0.75,0.71
189,1989,1.392258064516129,0.89,0.75,0.75,0.78,0.73
190,1990,1.472258064516129,0.94,0.78,0.78,0.82,0.77
191,1991,0.662258064516129,1.0,0.82,0.82,0.86,0.81
192,1992,1.312258064516129,1.06,0.86,0.86,0.9,0.85
193,1993,0.8822580645161291,1.11,0.91,0.91,0.95,0.9
194,1994,2.092258064516129,1.16,0.96,0.96,1.0,0.95
195,1995,0.972258064516129,1.2,1.0,1.01,1.04,1.0
196,1996,0.202258064516129,1.23,1.05,1.06,1.09,1.05
197,1997,1.4422580645161291,1.25,1.1,1.11,1.14,1.1
198,1998,1.162258064516129,1.28,1.15,1.16,1.19,1.15
199,1999,1.132258064516129,1.3,1.2,1.21,1.24,1.2
200,2000,1.772258064516129,1.32,1.26,1.27,1.29,1.25
201,2001,1.232258064516129,1.34,1.31,1.32,1.35,1.31
202,2002,1.742258064516129,1.37,1.37,1.37,1.4,1.36
203,2003,1.892258064516129,1.39,1.42,1.42,1.45,1.41
204,2004,1.062258064516129,1.41,1.46,1.47,1.5,1.46
205,2005,0.792258064516129,1.43,1.51,1.51,1.54,1.5
206,2006,1.562258064516129,1.44,1.55,1.55,1.58,1.55
207,2007,1.792258064516129,1.46,1.59,1.59,1.62,1.59
208,2008,1.332258064516129,1.49,1.63,1.62,1.65,1.63
209,2009,1.522258064516129,1.52,1.66,1.66,1.68,1.66
210,2010,0.432258064516129,1.56,1.7,1.69,1.72,1.7
211,2011,2.142258064516129,1.61,1.74,1.73,1.75,1.74
212,2012,1.472258064516129,1.69,1.78,1.77,1.78,1.78
213,2013,0.972258064516129,1.77,1.81,1.81,1.8,1.81
214,2014,2.2322580645161287,1.85,1.85,1.85,1.84,1.85
215,2015,2.2122580645161287,1.93,1.89,1.89,1.87,1.89
216,2016,1.652258064516129,2.01,1.92,1.92,1.9,1.92
217,2017,1.822258064516129,2.1,1.96,1.96,1.93,1.96
218,2018,2.662258064516129,2.18,1.99,2.0,1.97,1.99
219,2019,2.182258064516129,2.27,2.02,2.04,2.0,2.03
220,2020,2.4622580645161287,2.35,2.05,2.08,2.04,2.07
221,2021,,,2.08,2.12,2.07,2.1
222,2022,,,2.11,2.16,2.11,2.14
223,2023,,,2.13,2.2,2.15,2.18
224,2024,,,2.15,2.24,2.18,2.21
225,2025,,,2.18,2.27,2.21,2.25
226,2026,,,2.19,2.3,2.25,2.29
227,2027,,,2.21,2.33,2.29,2.33
228,2028,,,2.23,2.37,2.33,2.37
229,2029,,,2.25,2.4,2.37,2.41
230,2030,,,2.28,2.43,2.41,2.46
231,2031,,,2.3,2.46,2.45,2.5
232,2032,,,2.32,2.48,2.48,2.55
233,2033,,,2.34,2.51,2.51,2.6
234,2034,,,2.36,2.53,2.54,2.65
235,2035,,,2.38,2.55,2.57,2.69
236,2036,,,2.4,2.57,2.61,2.74
237,2037,,,2.42,2.59,2.64,2.79
238,2038,,,2.44,2.61,2.68,2.84
239,2039,,,2.47,2.63,2.71,2.89
240,2040,,,2.49,2.65,2.75,2.94
241,2041,,,2.51,2.67,2.8,3.0
242,2042,,,2.53,2.69,2.84,3.04
243,2043,,,2.55,2.72,2.87,3.09
244,2044,,,2.56,2.74,2.91,3.14
245,2045,,,2.57,2.76,2.95,3.19
246,2046,,,2.58,2.78,2.99,3.24
247,2047,,,2.59,2.8,3.04,3.28
248,2048,,,2.6,2.82,3.08,3.33
249,2049,,,2.6,2.85,3.11,3.38
250,2050,,,2.61,2.87,3.16,3.43
251,2051,,,2.61,2.9,3.2,3.47
252,2052,,,2.62,2.92,3.24,3.53
253,2053,,,2.62,2.95,3.28,3.58
254,2054,,,2.62,2.98,3.32,3.63
255,2055,,,2.63,3.0,3.36,3.68
256,2056,,,2.63,3.03,3.39,3.73
257,2057,,,2.63,3.05,3.43,3.79
258,2058,,,2.64,3.07,3.46,3.84
259,2059,,,2.64,3.09,3.5,3.89
260,2060,,,2.65,3.12,3.54,3.94
261,2061,,,2.65,3.14,3.57,4.0
262,2062,,,2.66,3.16,3.61,4.06
263,2063,,,2.67,3.19,3.65,4.12
264,2064,,,2.67,3.21,3.68,4.18
265,2065,,,2.68,3.23,3.72,4.24
266,2066,,,2.68,3.25,3.77,4.3
267,2067,,,2.68,3.26,3.81,4.36
268,2068,,,2.67,3.28,3.84,4.42
269,2069,,,2.67,3.3,3.88,4.48
270,2070,,,2.67,3.31,3.92,4.54
271,2071,,,2.67,3.32,3.96,4.61
272,2072,,,2.67,3.34,4.01,4.66
273,2073,,,2.67,3.35,4.05,4.72
274,2074,,,2.66,3.37,4.09,4.79
275,2075,,,2.66,3.39,4.14,4.85
276,2076,,,2.65,3.4,4.19,4.91
277,2077,,,2.65,3.42,4.24,4.97
278,2078,,,2.64,3.44,4.28,5.03
279,2079,,,2.64,3.45,4.33,5.09
280,2080,,,2.63,3.47,4.38,5.15
281,2081,,,2.63,3.48,4.43,5.21
282,2082,,,2.63,3.5,4.47,5.27
283,2083,,,2.63,3.52,4.51,5.34
284,2084,,,2.63,3.53,4.56,5.4
285,2085,,,2.63,3.55,4.61,5.47
286,2086,,,2.63,3.56,4.66,5.53
287,2087,,,2.62,3.57,4.71,5.6
288,2088,,,2.62,3.59,4.77,5.66
289,2089,,,2.61,3.6,4.83,5.73
290,2090,,,2.61,3.61,4.88,5.8
291,2091,,,2.61,3.63,4.94,5.87
292,2092,,,2.6,3.64,5.0,5.93
293,2093,,,2.6,3.65,5.05,6.0
294,2094,,,2.6,3.67,5.1,6.06
295,2095,,,2.6,3.68,5.16,6.13
296,2096,,,2.6,3.69,5.21,6.19
297,2097,,,2.59,3.7,5.27,6.26
298,2098,,,2.59,3.71,5.33,6.32
299,2099,,,2.59,3.72,5.38,6.38
300,2100,,,2.59,3.74,5.44,6.46
